"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Mandava",4541,21.702698,73.059975,526201496,"NA","01-04-2020","{""car_single"":null,""car_multi"":35,""car_monthly"":810,""lcv_single"":null,""lcv_multi"":60,""lcv_monthly"":1300,""bus_multi"":125,""bus_monthly"":2730,""multiaxle_single"":90,""multiaxle_multi"":135,""multiaxle_monthly"":2975,""hcm_single"":130,""hcm_multi"":195,""hcm_monthly"":4280,""four_six_axle_single"":130,""four_six_axle_multi"":195,""four_six_axle_monthly"":4280,""seven_plus_axle_single"":155,""seven_plus_axle_multi"":235,""seven_plus_axle_monthly"":5210}","<b style='color:#22A7EA'>Mandava</b><br/><b> </b> Eagle Infra India Ltd.","379.00","Public Funded","10-08-2017","21-09-2017","NA","NA",13862625,13862625,"Eagle Infra India Ltd.","Lokesh Sukheja / 8291915205"
"Basapuram",4542,14.708361,78.872406,4275334,"NA","01-04-2020","{""car_single"":null,""car_multi"":55,""car_monthly"":1245,""lcv_single"":null,""lcv_multi"":90,""lcv_monthly"":2010,""bus_multi"":190,""bus_monthly"":4215,""multiaxle_single"":140,""multiaxle_multi"":205,""multiaxle_monthly"":4595,""hcm_single"":200,""hcm_multi"":295,""hcm_monthly"":6605,""four_six_axle_single"":200,""four_six_axle_multi"":295,""four_six_axle_monthly"":6605,""seven_plus_axle_single"":240,""seven_plus_axle_multi"":360,""seven_plus_axle_monthly"":8040}","<b style='color:#22A7EA'>Basapuram</b><br/><b> </b> T. Suryanarayana Reddy","230.00","Public Funded","09-03-2018","02-09-2018","NA","NA",8841,,"T. Suryanarayana Reddy","NA / 0"
"Nannur",4543,15.741038,78.070783,240336050,"12","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2390,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3730,""bus_multi"":345,""bus_monthly"":7645,""multiaxle_single"":350,""multiaxle_multi"":525,""multiaxle_monthly"":11720,""hcm_single"":350,""hcm_multi"":525,""hcm_monthly"":11720,""four_six_axle_single"":350,""four_six_axle_multi"":525,""four_six_axle_monthly"":11720,""seven_plus_axle_single"":445,""seven_plus_axle_multi"":670,""seven_plus_axle_monthly"":14915}","<b style='color:#22A7EA'>Nannur</b><br/><b> </b> Ms. Rayalseema Expressway Pvt. Ltd.","1585.00","BOT (Toll)","19-06-2012","26-03-2018","NA","30",9538,25300,"Ms. Rayalseema Expressway Pvt. Ltd.","Mr. Srinivas COIC Ms. Feed Back Brisa / 9515608455"
"Purankhedi",4544,25.245762,77.615602,688098686,"60000","01-04-2020","{""car_single"":null,""car_multi"":165,""car_monthly"":3665,""lcv_single"":null,""lcv_multi"":265,""lcv_monthly"":5920,""bus_multi"":560,""bus_monthly"":12405,""multiaxle_single"":405,""multiaxle_multi"":610,""multiaxle_monthly"":13530,""hcm_single"":585,""hcm_multi"":875,""hcm_monthly"":19450,""four_six_axle_single"":585,""four_six_axle_multi"":875,""four_six_axle_monthly"":19450,""seven_plus_axle_single"":710,""seven_plus_axle_multi"":1065,""seven_plus_axle_monthly"":23680}","<b style='color:#22A7EA'>Purankhedi</b><br/><b> </b> Ircon Shivpuri Guna Tollway Limited","759.98","Public Funded","18-05-2018","07-06-2018","NA","20",2104004,32441,"Ircon Shivpuri Guna Tollway Limited","Mr. M S Tomar / 8290521311"
"Banskopa",4545,23.491222,87.376575,105.49,"120000","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2400,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3880,""bus_multi"":365,""bus_monthly"":8125,""multiaxle_single"":265,""multiaxle_multi"":400,""multiaxle_monthly"":8865,""hcm_single"":380,""hcm_multi"":575,""hcm_monthly"":12740,""four_six_axle_single"":380,""four_six_axle_multi"":575,""four_six_axle_monthly"":12740,""seven_plus_axle_single"":465,""seven_plus_axle_multi"":700,""seven_plus_axle_monthly"":15510}","<b style='color:#22A7EA'>Banskopa</b><br/><b> </b> Barwa Adda Expressway Ltd.","1665.00","BOT (Toll)","13-10-2017","25-10-2017","NA","20",46326,71077,"Barwa Adda Expressway Ltd.","Ranjay Singh / 8170040453"
"Semri",4546,25.637124,78.875044,54526910,"67","01-04-2020","{""car_single"":null,""car_multi"":155,""car_monthly"":3400,""lcv_single"":null,""lcv_multi"":245,""lcv_monthly"":5490,""bus_multi"":520,""bus_monthly"":11500,""multiaxle_single"":375,""multiaxle_multi"":565,""multiaxle_monthly"":12545,""hcm_single"":540,""hcm_multi"":810,""hcm_monthly"":18035,""four_six_axle_single"":540,""four_six_axle_multi"":810,""four_six_axle_monthly"":18035,""seven_plus_axle_single"":660,""seven_plus_axle_multi"":990,""seven_plus_axle_monthly"":21955}","<b style='color:#22A7EA'>Semri</b><br/><b> </b> PRAKASH ASPHALTINGS AND TOLL HIGHWAYS (INDIA) Limited.","NA","OMT","09-09-2016","28-10-2016","NA","2016-2025",157528,157528,"PRAKASH ASPHALTINGS AND TOLL HIGHWAYS (INDIA) Limited.","Mr Arif Khan / 7084162401"
"Banushi",4547,28.941,79.8157,148635,"NA","01-04-2020","{""car_single"":null,""car_multi"":50,""car_monthly"":1120,""lcv_single"":null,""lcv_multi"":80,""lcv_monthly"":1810,""bus_multi"":170,""bus_monthly"":3795,""multiaxle_single"":125,""multiaxle_multi"":185,""multiaxle_monthly"":4140,""hcm_single"":180,""hcm_multi"":270,""hcm_monthly"":5950,""four_six_axle_single"":180,""four_six_axle_multi"":270,""four_six_axle_monthly"":5950,""seven_plus_axle_single"":215,""seven_plus_axle_multi"":325,""seven_plus_axle_monthly"":7245}","<b style='color:#22A7EA'>Banushi</b><br/><b> </b> Ms Ranchor Electronics Pvt. Ltd.","243.11","Public Funded","22-03-2018","13-06-2018","NA","NA",4302,4800,"Ms Ranchor Electronics Pvt. Ltd.","HEMANT KUMAR PANDEY / 8527496330"
"Hathitala",4548,25.562272,71.407666,1.07,"NA","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1675,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2710,""bus_multi"":255,""bus_monthly"":5675,""multiaxle_single"":185,""multiaxle_multi"":280,""multiaxle_monthly"":6190,""hcm_single"":265,""hcm_multi"":400,""hcm_monthly"":8900,""four_six_axle_single"":265,""four_six_axle_multi"":400,""four_six_axle_monthly"":8900,""seven_plus_axle_single"":325,""seven_plus_axle_multi"":490,""seven_plus_axle_monthly"":10835}","<b style='color:#22A7EA'>Hathitala</b><br/><b> </b> Sh. Banshi Lal Gupta","452.99","Public Funded","29-06-2018","17-08-2018","NA","4 Years",6498,,"Sh. Banshi Lal Gupta","Sh. Hemand Pandey / 8527496330"
"Bor Charnan",4549,25.105861,71.549558,1.15,"NA","01-04-2020","{""car_single"":null,""car_multi"":60,""car_monthly"":1380,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2230,""bus_multi"":210,""bus_monthly"":4675,""multiaxle_single"":155,""multiaxle_multi"":230,""multiaxle_monthly"":5100,""hcm_single"":220,""hcm_multi"":330,""hcm_monthly"":7330,""four_six_axle_single"":220,""four_six_axle_multi"":330,""four_six_axle_monthly"":7330,""seven_plus_axle_single"":270,""seven_plus_axle_multi"":400,""seven_plus_axle_monthly"":8925}","<b style='color:#22A7EA'>Bor Charnan</b><br/><b> </b> Ms Montecarlo Ltd","452.99","Public Funded","29-06-2018","17-08-2018","NA","4 Years",5519,,"Ms Montecarlo Ltd","Kamal Singh / 8410102910"
"Harimma",4550,27.26549,73.856074,2.86,"NA","01-04-2020","{""car_single"":null,""car_multi"":80,""car_monthly"":1810,""lcv_single"":null,""lcv_multi"":130,""lcv_monthly"":2925,""bus_multi"":275,""bus_monthly"":6130,""multiaxle_single"":200,""multiaxle_multi"":300,""multiaxle_monthly"":6690,""hcm_single"":290,""hcm_multi"":435,""hcm_monthly"":9615,""four_six_axle_single"":290,""four_six_axle_multi"":435,""four_six_axle_monthly"":9615,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":525,""seven_plus_axle_monthly"":11705}","<b style='color:#22A7EA'>Harimma</b><br/><b> </b> Ms Skylark Infra Engineering Pvt. Ltd","637.18","BOT (Toll)","07-09-2018","19-12-2018","NA","17.5",6793,,"Ms Skylark Infra Engineering Pvt. Ltd","Om singh / 6396223168"
"Nimbi Jodha",4551,27.30534,74.1915,2.1,"NA","01-04-2020","{""car_single"":null,""car_multi"":65,""car_monthly"":1485,""lcv_single"":null,""lcv_multi"":110,""lcv_monthly"":2395,""bus_multi"":225,""bus_monthly"":5020,""multiaxle_single"":165,""multiaxle_multi"":245,""multiaxle_monthly"":5475,""hcm_single"":235,""hcm_multi"":355,""hcm_monthly"":7870,""four_six_axle_single"":235,""four_six_axle_multi"":355,""four_six_axle_monthly"":7870,""seven_plus_axle_single"":290,""seven_plus_axle_multi"":430,""seven_plus_axle_monthly"":9585}","<b style='color:#22A7EA'>Nimbi Jodha</b><br/><b> </b> Sh. Bholanath Rajpati Shukla","637.18","BOT (Toll)","07-09-2018","19-12-2018","NA","17.5",6295,,"Sh. Bholanath Rajpati Shukla","Mayur Singh Zala / 9714299990"
"Jindpur",4552,25.865,80.691,7620735,"NA","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1685,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2720,""bus_multi"":255,""bus_monthly"":5700,""multiaxle_single"":185,""multiaxle_multi"":280,""multiaxle_monthly"":6215,""hcm_single"":270,""hcm_multi"":400,""hcm_monthly"":8935,""four_six_axle_single"":270,""four_six_axle_multi"":400,""four_six_axle_monthly"":8935,""seven_plus_axle_single"":325,""seven_plus_axle_multi"":490,""seven_plus_axle_monthly"":10875}","<b style='color:#22A7EA'>Jindpur</b><br/><b> </b> Ms Coral Associates","424.29","Public Funded","19-04-2017","22-12-2018","NA","NA",8970,,"Ms Coral Associates","Ashutosh Parikh / 7317089999"
"Aihar",4553,26.197,81.0326,5241965,"NA","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1660,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2685,""bus_multi"":255,""bus_monthly"":5625,""multiaxle_single"":185,""multiaxle_multi"":275,""multiaxle_monthly"":6140,""hcm_single"":265,""hcm_multi"":395,""hcm_monthly"":8825,""four_six_axle_single"":265,""four_six_axle_multi"":395,""four_six_axle_monthly"":8825,""seven_plus_axle_single"":320,""seven_plus_axle_multi"":485,""seven_plus_axle_monthly"":10740}","<b style='color:#22A7EA'>Aihar</b><br/><b> </b> Anil Kumar Shukla","424.29","Public Funded","19-04-2017","22-12-2018","NA","NA",9331,,"Anil Kumar Shukla","L.A.Siddique (Humayun) / 7360069144"
"Limdi",4554,25.467,41.293,,"3047","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2425,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3920,""bus_multi"":370,""bus_monthly"":8215,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":8960,""hcm_single"":385,""hcm_multi"":580,""hcm_monthly"":12880,""four_six_axle_single"":385,""four_six_axle_multi"":580,""four_six_axle_monthly"":12880,""seven_plus_axle_single"":470,""seven_plus_axle_multi"":705,""seven_plus_axle_monthly"":15680}","<b style='color:#22A7EA'>Limdi</b><br/><b> </b> Ms Topline Infra Project Pvt. Ltd.","208.69","Public Funded","21-12-2019","07-01-2019","NA","0.25",11014,9872,"Ms Topline Infra Project Pvt. Ltd.","Rajeev Kumar Mishra (Manager) / 6394223807"
"Milk Majra",4555,30.21128,77.194411,89817655,"NA","01-04-2020","{""car_single"":null,""car_multi"":120,""car_monthly"":2640,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4265,""bus_multi"":400,""bus_monthly"":8940,""multiaxle_single"":295,""multiaxle_multi"":440,""multiaxle_monthly"":9750,""hcm_single"":420,""hcm_multi"":630,""hcm_monthly"":14015,""four_six_axle_single"":420,""four_six_axle_multi"":630,""four_six_axle_monthly"":14015,""seven_plus_axle_single"":510,""seven_plus_axle_multi"":770,""seven_plus_axle_monthly"":17065}","<b style='color:#22A7EA'>Milk Majra</b><br/><b> </b> Ms Coral Associates","904.50","Public Funded","30-10-2018","26-10-2018","NA","NA",1006130,,"Ms Coral Associates","Mr Meesam Raja Innovision Ltd / 9760243101"
"Durgamvaripalli",4556,13.7143,78.873269,17457917,"NA","01-04-2019","{""car_single"":null,""car_multi"":55,""car_monthly"":1220,""lcv_single"":null,""lcv_multi"":90,""lcv_monthly"":1970,""bus_multi"":185,""bus_monthly"":4125,""multiaxle_single"":135,""multiaxle_multi"":205,""multiaxle_monthly"":4505,""hcm_single"":195,""hcm_multi"":290,""hcm_monthly"":6475,""four_six_axle_single"":195,""four_six_axle_multi"":290,""four_six_axle_monthly"":6475,""seven_plus_axle_single"":235,""seven_plus_axle_multi"":355,""seven_plus_axle_monthly"":7880}","<b style='color:#22A7EA'>Durgamvaripalli</b><br/><b> </b> Y. Meenakshi","117.34","Public Funded","09-03-2018","02-02-2019","NA","one quarter",9992,,"Y. Meenakshi","J.Hanumath Rao / 9899169293"
"Buchireddypalem",4557,14.543265,79.862348,6888200,"NA","01-04-2020","{""car_single"":null,""car_multi"":50,""car_monthly"":1090,""lcv_single"":null,""lcv_multi"":80,""lcv_monthly"":1765,""bus_multi"":165,""bus_monthly"":3695,""multiaxle_single"":120,""multiaxle_multi"":180,""multiaxle_monthly"":4030,""hcm_single"":175,""hcm_multi"":260,""hcm_monthly"":5795,""four_six_axle_single"":175,""four_six_axle_multi"":260,""four_six_axle_monthly"":5795,""seven_plus_axle_single"":210,""seven_plus_axle_multi"":320,""seven_plus_axle_monthly"":7055}","<b style='color:#22A7EA'>Buchireddypalem</b><br/><b> </b> Anil Kumar Shukla","329.57","Public Funded","16-10-2018","17-10-2018","NA","NA",8309,8309,"Anil Kumar Shukla","Shri Anil Kumar Shukla / 7666216667"
"DC PALLI",4558,14.6854,79.5156,6823100,"NA","01-04-2020","{""car_single"":null,""car_multi"":65,""car_monthly"":1460,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2360,""bus_multi"":225,""bus_monthly"":4950,""multiaxle_single"":160,""multiaxle_multi"":245,""multiaxle_monthly"":5400,""hcm_single"":235,""hcm_multi"":350,""hcm_monthly"":7760,""four_six_axle_single"":235,""four_six_axle_multi"":350,""four_six_axle_monthly"":7760,""seven_plus_axle_single"":285,""seven_plus_axle_multi"":425,""seven_plus_axle_monthly"":9445}","<b style='color:#22A7EA'>DC PALLI</b><br/><b> </b> Anil Kumar Shukla","251.55","Public Funded","16-10-2018","17-10-2018","NA","NA",6112,6112,"Anil Kumar Shukla","Shri Dhananjay Swarnkar / 9598583815"
"Zidda",4559,40.32217,9.3264,,"NA","01-04-2020","{""car_single"":null,""car_multi"":150,""car_monthly"":3340,""lcv_single"":null,""lcv_multi"":245,""lcv_monthly"":5395,""bus_multi"":510,""bus_monthly"":11305,""multiaxle_single"":370,""multiaxle_multi"":555,""multiaxle_monthly"":12330,""hcm_single"":530,""hcm_multi"":800,""hcm_monthly"":17725,""four_six_axle_single"":530,""four_six_axle_multi"":800,""four_six_axle_monthly"":17725,""seven_plus_axle_single"":645,""seven_plus_axle_multi"":970,""seven_plus_axle_monthly"":21580}","<b style='color:#22A7EA'>Zidda</b><br/><b> </b> Ms Prakash Asphalting and Toll Highways(I) Ltd.","NA","Public Funded","28-02-2018","19-05-2018","NA","20 Years",3651,4000,"Ms Prakash Asphalting and Toll Highways(I) Ltd.","Mr.Irshad Ali / 9413492255"
"Leherabega",4560,30.233092,75.102496,,"NA","01-04-2020","{""car_single"":null,""car_multi"":90,""car_monthly"":2030,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":3280,""bus_multi"":310,""bus_monthly"":6870,""multiaxle_single"":225,""multiaxle_multi"":335,""multiaxle_monthly"":7495,""hcm_single"":325,""hcm_multi"":485,""hcm_monthly"":10775,""four_six_axle_single"":325,""four_six_axle_multi"":485,""four_six_axle_monthly"":10775,""seven_plus_axle_single"":395,""seven_plus_axle_multi"":590,""seven_plus_axle_monthly"":13120}","<b style='color:#22A7EA'>Leherabega</b><br/><b> </b> Ms Prakash Asphaltings and Toll Highways (I) Ltd.","NA","BOT (Toll)","21-04-2017","19-05-2018","NA","20 Years",,,"Ms Prakash Asphaltings and Toll Highways (I) Ltd.","Mr Sameer Salvi / 6386424738"
"Paind",4561,30.4,75.5,,"150","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2440,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":3945,""bus_multi"":370,""bus_monthly"":8265,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":9015,""hcm_single"":390,""hcm_multi"":585,""hcm_monthly"":12960,""four_six_axle_single"":390,""four_six_axle_multi"":585,""four_six_axle_monthly"":12960,""seven_plus_axle_single"":475,""seven_plus_axle_multi"":710,""seven_plus_axle_monthly"":15780}","<b style='color:#22A7EA'>Paind</b><br/><b> </b> ERA Infra Engineering Ltd.  Patel Engineering Ltd.","625.00","Public Funded","20-06-2017","02-08-2018","NA","NA",,,"ERA Infra Engineering Ltd.  Patel Engineering Ltd.","Mr. Sanjay / 9996850093"
"Dhareri jattan",4562,76.499529,30.39255,,"NA","01-04-2020","{""car_single"":null,""car_multi"":55,""car_monthly"":1250,""lcv_single"":null,""lcv_multi"":90,""lcv_monthly"":2020,""bus_multi"":190,""bus_monthly"":4240,""multiaxle_single"":140,""multiaxle_multi"":210,""multiaxle_monthly"":4625,""hcm_single"":200,""hcm_multi"":300,""hcm_monthly"":6645,""four_six_axle_single"":200,""four_six_axle_multi"":300,""four_six_axle_monthly"":6645,""seven_plus_axle_single"":245,""seven_plus_axle_multi"":365,""seven_plus_axle_monthly"":8090}","<b style='color:#22A7EA'>Dhareri jattan</b><br/><b> </b> Sh. Noor Mohammad","435.90","Public Funded","20-06-2017","22-01-2019","NA","NA",,,"Sh. Noor Mohammad","Akil Khan / 9084711110"
"Azizpur",4563,76.759305,30.5930556,,"NA","01-04-2020","{""car_single"":null,""car_multi"":55,""car_monthly"":1200,""lcv_single"":null,""lcv_multi"":85,""lcv_monthly"":1935,""bus_multi"":185,""bus_monthly"":4060,""multiaxle_single"":135,""multiaxle_multi"":200,""multiaxle_monthly"":4425,""hcm_single"":190,""hcm_multi"":285,""hcm_monthly"":6365,""four_six_axle_single"":190,""four_six_axle_multi"":285,""four_six_axle_monthly"":6365,""seven_plus_axle_single"":230,""seven_plus_axle_multi"":350,""seven_plus_axle_monthly"":7745}","<b style='color:#22A7EA'>Azizpur</b><br/><b> </b> Sh. Noor Mohammad","422.34","Public Funded","20-06-2017","01-06-2018","NA","NA",20000,,"Sh. Noor Mohammad","Birbhan Sharma / 6284883194"
"Bhavdeen",4566,29.29914,75.81971,138155927,"NA","01-04-2020","{""car_single"":null,""car_multi"":90,""car_monthly"":2045,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":3305,""bus_multi"":310,""bus_monthly"":6925,""multiaxle_single"":225,""multiaxle_multi"":340,""multiaxle_monthly"":7555,""hcm_single"":325,""hcm_multi"":490,""hcm_monthly"":10860,""four_six_axle_single"":325,""four_six_axle_multi"":490,""four_six_axle_monthly"":10860,""seven_plus_axle_single"":395,""seven_plus_axle_multi"":595,""seven_plus_axle_monthly"":13220}","<b style='color:#22A7EA'>Bhavdeen</b><br/><b> </b> Dimple Choudhary","973.88","Public Funded","03-08-2017","31-03-2018","NA","4 year maintenance by EPC Contractor(Started from",,,"Dimple Choudhary","Sagar J longani / 9834231440"
"Halaharvi",4567,15.818714,77.453999,207733,"NA","01-04-2020","{""car_single"":null,""car_multi"":60,""car_monthly"":1320,""lcv_single"":null,""lcv_multi"":95,""lcv_monthly"":2130,""bus_multi"":200,""bus_monthly"":4470,""multiaxle_single"":145,""multiaxle_multi"":220,""multiaxle_monthly"":4875,""hcm_single"":210,""hcm_multi"":315,""hcm_monthly"":7005,""four_six_axle_single"":210,""four_six_axle_multi"":315,""four_six_axle_monthly"":7005,""seven_plus_axle_single"":255,""seven_plus_axle_multi"":385,""seven_plus_axle_monthly"":8530}","<b style='color:#22A7EA'>Halaharvi</b><br/><b> </b> Y. Meenakshi","214.78","Public Funded","19-11-2018","12-03-2019","NA","5 years including construction in EPC",4559,,"Y. Meenakshi","Anil Kumar Shukla / 9320334278"
"Ramdevra",4568,27.0175781,72.0194626,,"NA","01-04-2020","{""car_single"":null,""car_multi"":90,""car_monthly"":1990,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3210,""bus_multi"":305,""bus_monthly"":6730,""multiaxle_single"":220,""multiaxle_multi"":330,""multiaxle_monthly"":7340,""hcm_single"":315,""hcm_multi"":475,""hcm_monthly"":10555,""four_six_axle_single"":315,""four_six_axle_multi"":475,""four_six_axle_monthly"":10555,""seven_plus_axle_single"":385,""seven_plus_axle_multi"":580,""seven_plus_axle_monthly"":12850}","<b style='color:#22A7EA'>Ramdevra</b><br/><b> </b> Ms Shiva Corporation(India) Ltd.","NA","Public Funded","04-10-2018","12-02-2019","NA","NA",,,"Ms Shiva Corporation(India) Ltd.","Ms Ranchor Electronics Pvt. Ltd. / 7354371215"
"LATHI",4569,27.0298347,71.446434,,"NA","01-04-2020","{""car_single"":null,""car_multi"":90,""car_monthly"":2025,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3270,""bus_multi"":310,""bus_monthly"":6845,""multiaxle_single"":225,""multiaxle_multi"":335,""multiaxle_monthly"":7470,""hcm_single"":320,""hcm_multi"":485,""hcm_monthly"":10735,""four_six_axle_single"":320,""four_six_axle_multi"":485,""four_six_axle_monthly"":10735,""seven_plus_axle_single"":390,""seven_plus_axle_multi"":590,""seven_plus_axle_monthly"":13070}","<b style='color:#22A7EA'>LATHI</b><br/><b> </b> Sh. Anil Kumar Shukla","NA","Public Funded","04-10-2018","14-12-2018","NA","NA",,,"Sh. Anil Kumar Shukla","NIRAJ SHUKLA / 6392354533"
