"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Narsana",5727,25.485729,72.569789,0,0,"01-04-2021","{""car_single"":null,""car_multi"":70,""car_monthly"":1580,""lcv_single"":null,""lcv_multi"":115,""lcv_monthly"":2550,""bus_multi"":240,""bus_monthly"":5345,""multiaxle_single"":175,""multiaxle_multi"":260,""multiaxle_monthly"":5830,""hcm_single"":250,""hcm_multi"":375,""hcm_monthly"":8380,""four_six_axle_single"":250,""four_six_axle_multi"":375,""four_six_axle_monthly"":8380,""seven_plus_axle_single"":305,""seven_plus_axle_multi"":460,""seven_plus_axle_monthly"":10200}","<b style='color:#22A7EA'>Narsana</b><br/><b> </b> Ms H G Infra pvt ltd",0,"Public Funded",,,,,,,,
"Gumanpura",5729,25.992661,75.9384815,0,0,"01-04-2021","{""car_single"":null,""car_multi"":80,""car_monthly"":1815,""lcv_single"":null,""lcv_multi"":130,""lcv_monthly"":2930,""bus_multi"":275,""bus_monthly"":6140,""multiaxle_single"":200,""multiaxle_multi"":300,""multiaxle_monthly"":6700,""hcm_single"":290,""hcm_multi"":435,""hcm_monthly"":9630,""four_six_axle_single"":290,""four_six_axle_multi"":435,""four_six_axle_monthly"":9630,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":530,""seven_plus_axle_monthly"":11725}","<b style='color:#22A7EA'>Gumanpura</b><br/><b> </b> MS HG Infra Engineering Ltd.",0,"Public Funded",,,,,,,,
"Bideibadkudar",5730,21.5058155,85.0582372,0,0,"29-05-2021","{""car_single"":null,""car_multi"":180,""car_monthly"":4035,""lcv_single"":null,""lcv_multi"":295,""lcv_monthly"":6515,""bus_multi"":615,""bus_monthly"":13655,""multiaxle_single"":445,""multiaxle_multi"":670,""multiaxle_monthly"":14895,""hcm_single"":640,""hcm_multi"":965,""hcm_monthly"":21410,""four_six_axle_single"":640,""four_six_axle_multi"":965,""four_six_axle_monthly"":21410,""seven_plus_axle_single"":780,""seven_plus_axle_multi"":1175,""seven_plus_axle_monthly"":26065}","<b style='color:#22A7EA'>Bideibadkudar</b><br/><b> </b> Sh. GANE SIMHADRI",0,"Public Funded",,,,,,,,
"Khachrol",5731,27.2046,77.4977,0,0,"01-04-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":2020,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3265,""bus_multi"":310,""bus_monthly"":6840,""multiaxle_single"":225,""multiaxle_multi"":335,""multiaxle_monthly"":7460,""hcm_single"":320,""hcm_multi"":485,""hcm_monthly"":10725,""four_six_axle_single"":320,""four_six_axle_multi"":485,""four_six_axle_monthly"":10725,""seven_plus_axle_single"":390,""seven_plus_axle_multi"":590,""seven_plus_axle_monthly"":13060}","<b style='color:#22A7EA'>Khachrol</b><br/><b> </b> Ms Riddhi Siddhi Associates",0,"Public Funded",,,,,,,,
"Millampalli",5732,16.06238,79.30513,0,0,"01-04-2021","{""car_single"":null,""car_multi"":50,""car_monthly"":1055,""lcv_single"":null,""lcv_multi"":75,""lcv_monthly"":1705,""bus_multi"":160,""bus_monthly"":3575,""multiaxle_single"":115,""multiaxle_multi"":175,""multiaxle_monthly"":3900,""hcm_single"":170,""hcm_multi"":250,""hcm_monthly"":5605,""four_six_axle_single"":170,""four_six_axle_multi"":250,""four_six_axle_monthly"":5605,""seven_plus_axle_single"":205,""seven_plus_axle_multi"":305,""seven_plus_axle_monthly"":6825}","<b style='color:#22A7EA'>Millampalli</b><br/><b> </b> T Suryanarayana",0,"Public Funded",,,,,,,,
"Gangajali",5734,28.47524,72.61884,0,0,"01-04-2021","{""car_single"":null,""car_multi"":75,""car_monthly"":1660,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2680,""bus_multi"":255,""bus_monthly"":5610,""multiaxle_single"":185,""multiaxle_multi"":275,""multiaxle_monthly"":6120,""hcm_single"":265,""hcm_multi"":395,""hcm_monthly"":8800,""four_six_axle_single"":265,""four_six_axle_multi"":395,""four_six_axle_monthly"":8800,""seven_plus_axle_single"":320,""seven_plus_axle_multi"":480,""seven_plus_axle_monthly"":10715}","<b style='color:#22A7EA'>Gangajali</b><br/><b> </b> MNS infra projects.",0,"Public Funded",,,,,,,,
"Barsalpur",5735,28.047877,72.349573,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1840,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":2975,""bus_multi"":280,""bus_monthly"":6235,""multiaxle_single"":205,""multiaxle_multi"":305,""multiaxle_monthly"":6805,""hcm_single"":295,""hcm_multi"":440,""hcm_monthly"":9780,""four_six_axle_single"":295,""four_six_axle_multi"":440,""four_six_axle_monthly"":9780,""seven_plus_axle_single"":355,""seven_plus_axle_multi"":535,""seven_plus_axle_monthly"":11905}","<b style='color:#22A7EA'>Barsalpur</b><br/><b> </b> Ms. Gawar Khajuwala Bap highways pvt. Ltd.",0,"Public Funded",,,,,,,,
"Seora",5736,27.51125,72.27998,0,0,"01-04-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":1950,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3155,""bus_multi"":295,""bus_monthly"":6605,""multiaxle_single"":215,""multiaxle_multi"":325,""multiaxle_monthly"":7210,""hcm_single"":310,""hcm_multi"":465,""hcm_monthly"":10360,""four_six_axle_single"":310,""four_six_axle_multi"":465,""four_six_axle_monthly"":10360,""seven_plus_axle_single"":380,""seven_plus_axle_multi"":570,""seven_plus_axle_monthly"":12615}","<b style='color:#22A7EA'>Seora</b><br/><b> </b> Ms. Gawar Khajuwala Bap highways pvt. Ltd.",0,"Public Funded",,,,,,,,
"Medapi",5737,16.026029,79.48465,0,0,"01-04-2021","{""car_single"":null,""car_multi"":65,""car_monthly"":1415,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2285,""bus_multi"":215,""bus_monthly"":4790,""multiaxle_single"":155,""multiaxle_multi"":235,""multiaxle_monthly"":5225,""hcm_single"":225,""hcm_multi"":340,""hcm_monthly"":7510,""four_six_axle_single"":225,""four_six_axle_multi"":340,""four_six_axle_monthly"":7510,""seven_plus_axle_single"":275,""seven_plus_axle_multi"":410,""seven_plus_axle_monthly"":9140}","<b style='color:#22A7EA'>Medapi</b><br/><b> </b> Ms G V Road Projects Pvt. Ltd. Hyderabad",0,"Public Funded",,,,,,,,
"Pandillapalli",5738,15.46596,79.07232,0,0,"01-04-2021","{""car_single"":null,""car_multi"":60,""car_monthly"":1345,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2170,""bus_multi"":205,""bus_monthly"":4545,""multiaxle_single"":150,""multiaxle_multi"":225,""multiaxle_monthly"":4960,""hcm_single"":215,""hcm_multi"":320,""hcm_monthly"":7130,""four_six_axle_single"":215,""four_six_axle_multi"":320,""four_six_axle_monthly"":7130,""seven_plus_axle_single"":260,""seven_plus_axle_multi"":390,""seven_plus_axle_monthly"":8680}","<b style='color:#22A7EA'>Pandillapalli</b><br/><b> </b> Ms G V Road Projects Pvt. Ltd. Hyderabad",0,"Public Funded",,,,,,,,
"Shahabpur",5739,26.94928,81.25645,0,0,"01-04-2021","{""car_single"":null,""car_multi"":50,""car_monthly"":1110,""lcv_single"":null,""lcv_multi"":80,""lcv_monthly"":1790,""bus_multi"":170,""bus_monthly"":3750,""multiaxle_single"":125,""multiaxle_multi"":185,""multiaxle_monthly"":4090,""hcm_single"":175,""hcm_multi"":265,""hcm_monthly"":5880,""four_six_axle_single"":175,""four_six_axle_multi"":265,""four_six_axle_monthly"":5880,""seven_plus_axle_single"":215,""seven_plus_axle_multi"":320,""seven_plus_axle_monthly"":7160}","<b style='color:#22A7EA'>Shahabpur</b><br/><b> </b> Praveen Kumar",0,"Public Funded",,,,,,,,
"Singarajupally",5740,17.590143,79.276497,0,0,"01-04-2021","{""car_single"":null,""car_multi"":45,""car_monthly"":1025,""lcv_single"":null,""lcv_multi"":75,""lcv_monthly"":1655,""bus_multi"":155,""bus_monthly"":3470,""multiaxle_single"":115,""multiaxle_multi"":170,""multiaxle_monthly"":3785,""hcm_single"":165,""hcm_multi"":245,""hcm_monthly"":5440,""four_six_axle_single"":165,""four_six_axle_multi"":245,""four_six_axle_monthly"":5440,""seven_plus_axle_single"":200,""seven_plus_axle_multi"":300,""seven_plus_axle_monthly"":6620}","<b style='color:#22A7EA'>Singarajupally</b><br/><b> </b> Md. Yousuf Ali",0,"Public Funded",,,,,,,,
"Kokpara",5741,22.44634,86.59847,0,0,"01-04-2021","{""car_single"":null,""car_multi"":135,""car_monthly"":3030,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4895,""bus_multi"":460,""bus_monthly"":10260,""multiaxle_single"":335,""multiaxle_multi"":505,""multiaxle_monthly"":11195,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":485,""four_six_axle_multi"":725,""four_six_axle_monthly"":16090,""seven_plus_axle_single"":590,""seven_plus_axle_multi"":880,""seven_plus_axle_monthly"":19585}","<b style='color:#22A7EA'>Kokpara</b><br/><b> </b> DILIP BUILD CONEAGLE INFRA INDIA Ltd.",0,"Public Funded",,,,,,,,
"Hazaribag",5742,24.0445225,85.3856876,0,0,"01-04-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":1990,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3215,""bus_multi"":305,""bus_monthly"":6735,""multiaxle_single"":220,""multiaxle_multi"":330,""multiaxle_monthly"":7345,""hcm_single"":315,""hcm_multi"":475,""hcm_monthly"":10560,""four_six_axle_single"":315,""four_six_axle_multi"":475,""four_six_axle_monthly"":10560,""seven_plus_axle_single"":385,""seven_plus_axle_multi"":580,""seven_plus_axle_monthly"":12855}","<b style='color:#22A7EA'>Hazaribag</b><br/><b> </b> Shiva Corporation India Ltd",0,"Public Funded",,,,,,,,
"Jiwana",5743,29.164995,77.276135,0,0,"01-04-2021","{""car_single"":null,""car_multi"":115,""car_monthly"":2585,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4175,""bus_multi"":395,""bus_monthly"":8755,""multiaxle_single"":285,""multiaxle_multi"":430,""multiaxle_monthly"":9550,""hcm_single"":410,""hcm_multi"":620,""hcm_monthly"":13725,""four_six_axle_single"":410,""four_six_axle_multi"":620,""four_six_axle_monthly"":13725,""seven_plus_axle_single"":500,""seven_plus_axle_multi"":750,""seven_plus_axle_monthly"":16710}","<b style='color:#22A7EA'>Jiwana</b><br/><b> </b> Anil Kumar Shukla",0,"Public Funded",,,,,,,,
"Khatkar",5744,29.394776,76.252134,0,0,"01-04-2021","{""car_single"":null,""car_multi"":150,""car_monthly"":3355,""lcv_single"":null,""lcv_multi"":240,""lcv_monthly"":5320,""bus_multi"":500,""bus_monthly"":11145,""multiaxle_single"":365,""multiaxle_multi"":545,""multiaxle_monthly"":12160,""hcm_single"":525,""hcm_multi"":785,""hcm_monthly"":17480,""four_six_axle_single"":525,""four_six_axle_multi"":785,""four_six_axle_monthly"":17480,""seven_plus_axle_single"":640,""seven_plus_axle_multi"":960,""seven_plus_axle_monthly"":21280}","<b style='color:#22A7EA'>Khatkar</b><br/><b> </b> na",0,"Public Funded",,,,,,,,
"Sanwara",5745,30.892075,77.004646,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1885,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":3045,""bus_multi"":285,""bus_monthly"":6385,""multiaxle_single"":210,""multiaxle_multi"":315,""multiaxle_monthly"":6965,""hcm_single"":300,""hcm_multi"":450,""hcm_monthly"":10010,""four_six_axle_single"":300,""four_six_axle_multi"":450,""four_six_axle_monthly"":10010,""seven_plus_axle_single"":365,""seven_plus_axle_multi"":550,""seven_plus_axle_monthly"":12185}","<b style='color:#22A7EA'>Sanwara</b><br/><b> </b> Ms Ranchor Infra Developers Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Saini Majra",5746,30.19749,76.50534,0,0,"01-04-2021","{""car_single"":null,""car_multi"":125,""car_monthly"":2800,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4520,""bus_multi"":425,""bus_monthly"":9470,""multiaxle_single"":310,""multiaxle_multi"":465,""multiaxle_monthly"":10335,""hcm_single"":445,""hcm_multi"":670,""hcm_monthly"":14855,""four_six_axle_single"":445,""four_six_axle_multi"":670,""four_six_axle_monthly"":14855,""seven_plus_axle_single"":540,""seven_plus_axle_multi"":815,""seven_plus_axle_monthly"":18080}","<b style='color:#22A7EA'>Saini Majra</b><br/><b> </b> Dilip Buildcon Limited  Varaha Infra Limited (JV)",0,"Public Funded",,,,,,,,
"Thana",5747,29.91029,76.50666,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2410,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3890,""bus_multi"":365,""bus_monthly"":8155,""multiaxle_single"":265,""multiaxle_multi"":400,""multiaxle_monthly"":8895,""hcm_single"":385,""hcm_multi"":575,""hcm_monthly"":12785,""four_six_axle_single"":385,""four_six_axle_multi"":575,""four_six_axle_monthly"":12785,""seven_plus_axle_single"":465,""seven_plus_axle_multi"":700,""seven_plus_axle_monthly"":15565}","<b style='color:#22A7EA'>Thana</b><br/><b> </b> Sadbhav Engineering Limited",0,"Public Funded",,,,,,,,
"Chak Bamniya",5748,31.017874,75.299925,0,0,"01-04-2021","{""car_single"":null,""car_multi"":155,""car_monthly"":3435,""lcv_single"":null,""lcv_multi"":250,""lcv_monthly"":5550,""bus_multi"":525,""bus_monthly"":11630,""multiaxle_single"":380,""multiaxle_multi"":570,""multiaxle_monthly"":12685,""hcm_single"":545,""hcm_multi"":820,""hcm_monthly"":18240,""four_six_axle_single"":545,""four_six_axle_multi"":820,""four_six_axle_monthly"":18240,""seven_plus_axle_single"":665,""seven_plus_axle_multi"":1000,""seven_plus_axle_monthly"":22200}","<b style='color:#22A7EA'>Chak Bamniya</b><br/><b> </b> Ms DBL",0,"Public Funded",,,,,,,,
"Kot Karor",5749,30.82689,74.916494,0,0,"01-04-2021","{""car_single"":null,""car_multi"":60,""car_monthly"":1295,""lcv_single"":null,""lcv_multi"":95,""lcv_monthly"":2090,""bus_multi"":195,""bus_monthly"":4375,""multiaxle_single"":145,""multiaxle_multi"":215,""multiaxle_monthly"":4775,""hcm_single"":205,""hcm_multi"":310,""hcm_monthly"":6860,""four_six_axle_single"":205,""four_six_axle_multi"":310,""four_six_axle_monthly"":6860,""seven_plus_axle_single"":250,""seven_plus_axle_multi"":375,""seven_plus_axle_monthly"":8355}","<b style='color:#22A7EA'>Kot Karor</b><br/><b> </b> Ms DBL",0,"Public Funded",,,,,,,,
"Usma",5750,31.37021,74.95469,0,0,"01-04-2021","{""car_single"":null,""car_multi"":205,""car_monthly"":4605,""lcv_single"":null,""lcv_multi"":335,""lcv_monthly"":7440,""bus_multi"":700,""bus_monthly"":15585,""multiaxle_single"":510,""multiaxle_multi"":765,""multiaxle_monthly"":17000,""hcm_single"":735,""hcm_multi"":1100,""hcm_monthly"":24440,""four_six_axle_single"":735,""four_six_axle_multi"":1100,""four_six_axle_monthly"":24440,""seven_plus_axle_single"":895,""seven_plus_axle_multi"":1340,""seven_plus_axle_monthly"":29755}","<b style='color:#22A7EA'>Usma</b><br/><b> </b> Ms DBL",0,"Public Funded",,,,,,,,
"Kothiya",5751,24.54,86.95,0,0,"01-04-2021","{""car_single"":null,""car_multi"":40,""car_monthly"":915,""lcv_single"":null,""lcv_multi"":65,""lcv_monthly"":1475,""bus_multi"":140,""bus_monthly"":3095,""multiaxle_single"":100,""multiaxle_multi"":150,""multiaxle_monthly"":3375,""hcm_single"":145,""hcm_multi"":220,""hcm_monthly"":4855,""four_six_axle_single"":145,""four_six_axle_multi"":220,""four_six_axle_monthly"":4855,""seven_plus_axle_single"":175,""seven_plus_axle_multi"":265,""seven_plus_axle_monthly"":5910}","<b style='color:#22A7EA'>Kothiya</b><br/><b> </b> Suresh Chandra Agarwal",0,"Public Funded",,,,,,,,
"Puraini",5752,29.407553,78.446612,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2425,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3915,""bus_multi"":370,""bus_monthly"":8205,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":8950,""hcm_single"":385,""hcm_multi"":580,""hcm_monthly"":12865,""four_six_axle_single"":385,""four_six_axle_multi"":580,""four_six_axle_monthly"":12865,""seven_plus_axle_single"":470,""seven_plus_axle_multi"":705,""seven_plus_axle_monthly"":15665}","<b style='color:#22A7EA'>Puraini</b><br/><b> </b> Ms PNC Infratech Ltd.",0,"Public Funded",,,,,,,,
"Bathalapalli",5753,14.500116,77.796611,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1890,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3055,""bus_multi"":290,""bus_monthly"":6405,""multiaxle_single"":210,""multiaxle_multi"":315,""multiaxle_monthly"":6985,""hcm_single"":300,""hcm_multi"":450,""hcm_monthly"":10040,""four_six_axle_single"":300,""four_six_axle_multi"":450,""four_six_axle_monthly"":10040,""seven_plus_axle_single"":365,""seven_plus_axle_multi"":550,""seven_plus_axle_monthly"":12225}","<b style='color:#22A7EA'>Bathalapalli</b><br/><b> </b> MD Yousuf Ali",0,"Public Funded",,,,,,,,
"Jodi Dharampuram",5755,14.987394,77.915283,0,0,"01-04-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1860,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":2990,""bus_multi"":280,""bus_monthly"":6245,""multiaxle_single"":205,""multiaxle_multi"":305,""multiaxle_monthly"":6810,""hcm_single"":295,""hcm_multi"":440,""hcm_monthly"":9780,""four_six_axle_single"":295,""four_six_axle_multi"":440,""four_six_axle_monthly"":9780,""seven_plus_axle_single"":355,""seven_plus_axle_multi"":535,""seven_plus_axle_monthly"":11900}","<b style='color:#22A7EA'>Jodi Dharampuram</b><br/><b> </b> Sonu Kumar",0,"Public Funded",,,,,,,,
"Navasari",5756,24.285173,86.348624,0,0,"01-04-2021","{""car_single"":null,""car_multi"":30,""car_monthly"":645,""lcv_single"":null,""lcv_multi"":45,""lcv_monthly"":1045,""bus_multi"":100,""bus_monthly"":2190,""multiaxle_single"":70,""multiaxle_multi"":105,""multiaxle_monthly"":2385,""hcm_single"":105,""hcm_multi"":155,""hcm_monthly"":3430,""four_six_axle_single"":105,""four_six_axle_multi"":155,""four_six_axle_monthly"":3430,""seven_plus_axle_single"":125,""seven_plus_axle_multi"":190,""seven_plus_axle_monthly"":4175}","<b style='color:#22A7EA'>Navasari</b><br/><b> </b> na",0,"Public Funded",,,,,,,,
"Jakhauli(EPE)",5757,28.91709,28.91709,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Jakhauli(EPE)</b><br/><b> </b> PUNIT SINGH",0,"HAM",,,,,,,,
"Maujpur(EPE)",5758,28.28198,77.43815,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Maujpur(EPE)</b><br/><b> </b> ORIENTAL STRUCTURAL ENG PVT LTD",0,"HAM",,,,,,,,
"Chhajju Nagar(EPE)",5759,28.09952,77.36404,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Chhajju Nagar(EPE)</b><br/><b> </b> GAYATRI PROJECTS",0,"HAM",,,,,,,,
"Mawikalan(EPE)",5760,28.87713,77.25082,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Mawikalan(EPE)</b><br/><b> </b> SADBHAV ENGINEERING PVT. LTD.",0,"HAM",,,,,,,,
"Duhai(EPE)",5761,28.73377,77.47471,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Duhai(EPE)</b><br/><b> </b> SADBHAV ENGINEERING PVT. LTD.",0,"HAM",,,,,,,,
"Dasna(EPE)",5762,28.68572,77.53373,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Dasna(EPE)</b><br/><b> </b> JAIPARKASH ASSOCIATES LTD",0,"HAM",,,,,,,,
"Bilakbarpur(EPE)",5763,28.52294,77.59598,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Bilakbarpur(EPE)</b><br/><b> </b> ASOKA BUILDCON",0,"HAM",,,,,,,,
"Fatehpur Rampur(EPE)",5764,28.43818,77.58719,0,0,"01-04-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":null,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":null,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":null,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Fatehpur Rampur(EPE)</b><br/><b> </b> ASOKA BUILDCON",0,"HAM",,,,,,,,
"Patariya Goyal",5765,23.131971,76.689998,0,0,"13-06-2021","{""car_single"":null,""car_multi"":45,""car_monthly"":1000,""lcv_single"":null,""lcv_multi"":75,""lcv_monthly"":1610,""bus_multi"":150,""bus_monthly"":3375,""multiaxle_single"":110,""multiaxle_multi"":165,""multiaxle_monthly"":3685,""hcm_single"":160,""hcm_multi"":240,""hcm_monthly"":5295,""four_six_axle_single"":160,""four_six_axle_multi"":240,""four_six_axle_monthly"":5295,""seven_plus_axle_single"":195,""seven_plus_axle_multi"":290,""seven_plus_axle_monthly"":6445}","<b style='color:#22A7EA'>Patariya Goyal</b><br/><b> </b> Ms RSB Infra Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Aashpur",5766,27.486582,78.79216,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2415,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3915,""bus_multi"":370,""bus_monthly"":8205,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":8950,""hcm_single"":385,""hcm_multi"":580,""hcm_monthly"":12865,""four_six_axle_single"":385,""four_six_axle_multi"":580,""four_six_axle_monthly"":12865,""seven_plus_axle_single"":470,""seven_plus_axle_multi"":705,""seven_plus_axle_monthly"":15660}","<b style='color:#22A7EA'>Aashpur</b><br/><b> </b> Ms A. K. Construction Company",0,"Public Funded",,,,,,,,
"Badarpur Elevated",5768,28.4762963,77.3056512,0,0,"01-09-2021","{""car_single"":null,""car_multi"":42,""car_monthly"":845,""lcv_single"":null,""lcv_multi"":63,""lcv_monthly"":1267,""bus_multi"":127,""bus_monthly"":2535,""multiaxle_single"":84,""multiaxle_multi"":127,""multiaxle_monthly"":2535,""hcm_single"":84,""hcm_multi"":127,""hcm_monthly"":2535,""four_six_axle_single"":84,""four_six_axle_multi"":127,""four_six_axle_monthly"":2535,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Badarpur Elevated</b><br/><b> </b> Shiva Corporation(India) Ltd.",0,"BOT (Toll)",,,,,,,,
"Pachwara",5769,25.134123,79.37991,0,0,"01-04-2021","{""car_single"":null,""car_multi"":115,""car_monthly"":2530,""lcv_single"":null,""lcv_multi"":185,""lcv_monthly"":4090,""bus_multi"":385,""bus_monthly"":8570,""multiaxle_single"":280,""multiaxle_multi"":420,""multiaxle_monthly"":9350,""hcm_single"":405,""hcm_multi"":605,""hcm_monthly"":13440,""four_six_axle_single"":405,""four_six_axle_multi"":605,""four_six_axle_monthly"":13440,""seven_plus_axle_single"":490,""seven_plus_axle_multi"":735,""seven_plus_axle_monthly"":16360}","<b style='color:#22A7EA'>Pachwara</b><br/><b> </b> Mahender Godara",0,"Public Funded",,,,,,,,
